alpha,NDCG,LongTailCoverage,Coverage,Entropy
0.0,0.003910061166672725,1.0,1.0,8.02093285685638
0.2,0.0051646853590473826,0.99995497523638,0.999968,7.977705618581103
0.4,0.006316369695094562,0.9998199009455201,0.9998720000000001,7.855082023763683
0.6000000000000001,0.008010747170448754,0.9932913102206212,0.995232,7.671556470037501
0.8,0.009303419971650182,0.9569113012156688,0.9693760000000001,7.449500388183958
1.0,0.010450748227450282,0.8708239531742459,0.908192,7.209010597485441
1.2000000000000002,0.011892823714882894,0.7578117964880684,0.8278719999999999,6.965672782956432
1.4000000000000001,0.013344595523663494,0.6345790184601531,0.7402880000000001,6.724455108436284
1.6,0.014353885951723619,0.5161188653759567,0.656096,6.489664631260977
1.8,0.01557408973858932,0.4211166141377757,0.588576,6.262217001899385
2.0,0.016709260536722774,0.3357496623142729,0.5276479999999999,6.046375917689753
2.2,0.017360142857845432,0.26181900045024764,0.47472000000000003,5.841715194258061
2.4000000000000004,0.01815248288094668,0.19531742458352092,0.42623999999999995,5.639325972833578
2.6,0.019078314367367514,0.14079243583971185,0.38403200000000004,5.4510316786155
2.8000000000000003,0.019625302705651042,0.09801891040072039,0.346464,5.277759865280393
3.0,0.01981333142029721,0.06668167492120666,0.31536000000000003,5.109794321745392
3.2,0.02047903887035396,0.04430436740207114,0.287456,4.9574219183089
3.4000000000000004,0.02093306995179677,0.029851418280054037,0.26304,4.8148721808679005
3.6,0.02107937738346862,0.018280054029716348,0.23839999999999995,4.679464475337615
3.8000000000000003,0.021271571168390326,0.011166141377757765,0.218848,4.554197776681397
4.0,0.021642083691963274,0.006978838361098605,0.200704,4.439883648021855
4.2,0.021719942413672935,0.004007203962179199,0.184192,4.335853345491584
4.4,0.022119533186807504,0.002566411526339486,0.17273600000000003,4.239174299824511
4.6000000000000005,0.022164303049403533,0.0018910400720396215,0.15638400000000002,4.1469035473064535
4.800000000000001,0.02281776108923942,0.001215668617739757,0.14624,4.063910270781643
5.0,0.022414167023147503,0.000495272399819901,0.13648,3.9893262700530494
5.2,0.02290700520160888,0.00022512381809995495,0.12659199999999998,3.915763753499038
5.4,0.023040368323370593,0.000270148581719946,0.11756799999999998,3.849283991045953
5.6000000000000005,0.02297322675473739,0.000270148581719946,0.11024,3.791594834774604
5.800000000000001,0.023154434711218756,0.000135074290859973,0.101792,3.7324665796320415
6.0,0.02329157717960567,0.0,0.097472,3.681788254786757
6.2,0.023273637063621608,0.0,0.09136,3.6359136349499224
6.4,0.023286015817491918,0.0,0.085344,3.5894421671593264
6.6000000000000005,0.022887910149991773,4.502476361999099e-05,0.079712,3.546427261586299
6.800000000000001,0.023369854445630896,0.0,0.076768,3.5088391446892957
7.0,0.023741376389873066,0.0,0.070848,3.4728302331913383
7.2,0.023178014885738604,0.0,0.06752000000000001,3.4393784922732658
7.4,0.02376315225954876,0.0,0.06393599999999999,3.406589203193222
7.6000000000000005,0.02357894132160388,0.0,0.06096,3.379314741389673
7.800000000000001,0.023631153199727327,0.0,0.059712,3.3491196415026785
8.0,0.023697042865247455,0.0,0.05567999999999999,3.3231924368090313
8.200000000000001,0.023736159376919096,0.0,0.053664,3.2985167130284943
8.4,0.023709249887636636,0.0,0.050783999999999996,3.274795049065329
8.6,0.02387522295533555,0.0,0.04796800000000001,3.2533046011631463
8.8,0.023905885638258333,0.0,0.046048,3.2296297400662075
9.0,0.02350062809340048,0.0,0.0456,3.211675402992462
9.200000000000001,0.023822684510210388,0.0,0.042528,3.1915545902980518
9.4,0.02382720534309047,0.0,0.04256,3.1757847420967984
9.600000000000001,0.023808117838452908,0.0,0.04048,3.157960688026185
9.8,0.024136337819964247,0.0,0.038144,3.1409283626806186
10.0,0.024140366623296793,0.0,0.036352,3.1236290824188306
20.0,0.024307501528749307,0.0,0.013375999999999999,2.739066058164388
30.0,0.024994105426860553,0.0,0.009856,2.6070060485469044
40.0,0.02503520173149747,0.0,0.007680000000000001,2.5410244240406525
50.0,0.025251775189750126,0.0,0.006560000000000001,2.5014501059874363
60.0,0.025341773291642715,0.0,0.006240000000000001,2.4761874064933944
70.0,0.025379526925931074,0.0,0.0060160000000000005,2.458631238106106
80.0,0.02540269376347179,0.0,0.00576,2.4466723901961243
90.0,0.025356290229655715,0.0,0.005312,2.437231900800235
100.0,0.025398104984384252,0.0,0.005344,2.4307142165801903
